Year,Country,HS Code,Description,Export Value (USD)
2013,貝里斯,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,420783.95
2013,坦尚尼亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,5593.200000000001
2013,奈及利亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,6850.11
2013,委內瑞拉,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,60037.61
2013,孟加拉,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,2142.12
2013,尚比亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1416.23
2013,帛琉,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,436.38
2013,拉脫維亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,18184.460000000003
2013,波蘭,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,69485.76
2013,法國,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1687051.88
2013,肯亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1599.72
2013,芬蘭,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1032646.3699999999
2013,阿拉伯聯合大公國,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,332290.14
2013,阿根廷,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,82441.31
2013,阿爾及利亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,3728.86
2013,保加利亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,46182.409999999996
2013,俄羅斯,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,906960.5800000001
2013,南非,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,42582.590000000004
2013,南韓,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,13662161.34
2013,哈薩克,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,6083.76
2013,柬埔寨,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,869.56
2013,科威特,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,4838.17
2013,突尼西亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,29745.6
2013,約旦,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,6248.53
2013,美國,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,31300384.8
2013,美屬維京群島,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,3403.4
2013,英國,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1338457.04
2013,香港,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,337601686.11
2013,哥倫比亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,21854.769999999997
2013,哥斯大黎加,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,29966.23
2013,埃及,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,10841.83
2013,挪威,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,189317.81
2013,泰國,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,3301858.52
2013,烏克蘭,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,12572.18
2013,烏拉圭,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,36369.700000000004
2013,紐西蘭,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,63070.43
2013,馬來西亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,31251794.860000003
2013,馬紹爾群島,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,101.24
2013,馬爾地夫,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,2006.6799999999998
2013,捷克,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,959233.85
2013,荷蘭,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,2356666.04
2013,斐濟,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,2008.16
2013,斯里蘭卡,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,7053.639999999999
2013,斯洛伐克,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,13775.320000000002
2013,斯洛維尼亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,73974.35
2013,智利,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,169818.21
2013,菲律賓,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,11703791.76
2013,越南,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,2136260.2600000002
2013,奧地利,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1040470.1299999999
2013,愛沙尼亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,168364.38
2013,愛爾蘭,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,5663.09
2013,新加坡,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,352192966.63
2013,瑞士,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,364144.69
2013,瑞典,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,338771.47000000003
2013,義大利,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1484493.3499999999
2013,聖文森及格瑞納丁,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,981.39
2013,葡萄牙,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,35455.159999999996
2013,蒙古,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1292.51
2013,德國,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,21885049.07
2013,緬甸,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,19647.33
2013,墨西哥,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,237363.53
2013,澳大利亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,999774.5599999999
2013,澳門,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,2008.16
2013,賴索托,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,34.03
2013,薩爾瓦多,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,2371.3700000000003
2013,羅馬尼亞,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,26778.06
2013,關島,85423100002, Processors and controllers whether or not combined with memories converters logic circuits amplifiers clock and timing circuits or other circuits,1071.04
2013,中國大陸,85423200118, Chips and wafers of monolithic digital integrated circuits with Mask-ROM,20036.269999999997
2013,日本,85423200118, Chips and wafers of monolithic digital integrated circuits with Mask-ROM,13179.84
2013,南韓,85423200118, Chips and wafers of monolithic digital integrated circuits with Mask-ROM,17591.97
2013,美國,85423200118, Chips and wafers of monolithic digital integrated circuits with Mask-ROM,16900.64
2013,香港,85423200118, Chips and wafers of monolithic digital integrated circuits with Mask-ROM,168173.58
2013,中國大陸,85423200127, Monolithic digital integrated circuits with Mask-ROM,74091.28
2013,日本,85423200127, Monolithic digital integrated circuits with Mask-ROM,224679.43
2013,美國,85423200127, Monolithic digital integrated circuits with Mask-ROM,10053.98
2013,香港,85423200127, Monolithic digital integrated circuits with Mask-ROM,359669.47
2013,泰國,85423200127, Monolithic digital integrated circuits with Mask-ROM,6995.009999999999
2013,美國,85423200136, Chips and wafers of other monolithic integrated circuits with Mask-ROM,1614.85
2013,香港,85423200136, Chips and wafers of other monolithic integrated circuits with Mask-ROM,794.47
2013,中國大陸,85423200145, Monolithic integrated circuits with Mask-ROM,392579.98
2013,新加坡,85423200145, Monolithic integrated circuits with Mask-ROM,12857.14
2013,柬埔寨,85423200163, Hybrid integrated circuits with Mask-ROM,169.2
2013,新加坡,85423200163, Hybrid integrated circuits with Mask-ROM,1913.8
2013,中國大陸,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),158075481.01
2013,巴西,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),1066159.11
2013,日本,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),7363823.1
2013,以色列,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),116246.65000000001
2013,立陶宛,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),4283.24
2013,印尼,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),46403.37
2013,波蘭,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),2313.88
2013,法國,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),11791.01
2013,阿拉伯聯合大公國,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),274719.64
2013,阿根廷,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),1330751.4200000002
2013,南非,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),27826.51
2013,南韓,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),9614741.58
2013,美國,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),4945952.58
2013,英國,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),16055.75
2013,香港,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),308792910.87
2013,泰國,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),1060929.39
2013,秘魯,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),108174.84
2013,紐西蘭,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),2261.66
2013,馬來西亞,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),68224.13
2013,荷蘭,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),157463.1
2013,菲律賓,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),3756.3399999999997
2013,越南,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),5405.400000000001
2013,愛爾蘭,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),17789.29
2013,新加坡,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),12394785.29
2013,德國,85423200216, Chips of dynamic random access memory integrated circuits (DRAM),8635.57
2013,中國大陸,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),89960482.13999999
2013,日本,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),78193822.07
2013,波蘭,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),2282.7999999999997
2013,法國,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),952.38
2013,南韓,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),133643507.81000002
2013,美國,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),184365787.92000002
2013,英國,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),1291361.88
2013,香港,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),3886139.78
2013,菲律賓,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),3248.73
2013,越南,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),3519.45
2013,新加坡,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),158535521.97
2013,義大利,85423200225, Wafers of dynamic random access memory integrated circuits (DRAM),1803.8700000000001
2013,土耳其,85423200234, Dynamic random access memory integrated circuits (DRAM),4552246.9799999995
2013,中非,85423200234, Dynamic random access memory integrated circuits (DRAM),52483.22
2013,中國大陸,85423200234, Dynamic random access memory integrated circuits (DRAM),1763112735.28
2013,丹麥,85423200234, Dynamic random access memory integrated circuits (DRAM),166.83
2013,巴西,85423200234, Dynamic random access memory integrated circuits (DRAM),22176171.22
2013,巴拿馬,85423200234, Dynamic random access memory integrated circuits (DRAM),13362.8
2013,日本,85423200234, Dynamic random access memory integrated circuits (DRAM),780869720.34
2013,以色列,85423200234, Dynamic random access memory integrated circuits (DRAM),813535.4099999999
2013,加拿大,85423200234, Dynamic random access memory integrated circuits (DRAM),539306.78
2013,白俄羅斯,85423200234, Dynamic random access memory integrated circuits (DRAM),1974.1299999999999
2013,立陶宛,85423200234, Dynamic random access memory integrated circuits (DRAM),62661.86
2013,匈牙利,85423200234, Dynamic random access memory integrated circuits (DRAM),1376816.57
2013,印尼,85423200234, Dynamic random access memory integrated circuits (DRAM),5737363.71
2013,印度,85423200234, Dynamic random access memory integrated circuits (DRAM),4271545.55
2013,西班牙,85423200234, Dynamic random access memory integrated circuits (DRAM),12918.93
2013,希臘,85423200234, Dynamic random access memory integrated circuits (DRAM),1326.0700000000002
2013,貝里斯,85423200234, Dynamic random access memory integrated circuits (DRAM),86984.26999999999
2013,帛琉,85423200234, Dynamic random access memory integrated circuits (DRAM),68.02
2013,拉脫維亞,85423200234, Dynamic random access memory integrated circuits (DRAM),1851465.31
2013,東加,85423200234, Dynamic random access memory integrated circuits (DRAM),1788.72
2013,波多黎各,85423200234, Dynamic random access memory integrated circuits (DRAM),3846.15
2013,波蘭,85423200234, Dynamic random access memory integrated circuits (DRAM),11845675.93
2013,法國,85423200234, Dynamic random access memory integrated circuits (DRAM),591454.03
2013,芬蘭,85423200234, Dynamic random access memory integrated circuits (DRAM),114610.95
2013,阿拉伯聯合大公國,85423200234, Dynamic random access memory integrated circuits (DRAM),259882.97999999998
2013,阿根廷,85423200234, Dynamic random access memory integrated circuits (DRAM),6314310.81
2013,俄羅斯,85423200234, Dynamic random access memory integrated circuits (DRAM),363016.89
2013,南非,85423200234, Dynamic random access memory integrated circuits (DRAM),314367.65
2013,南韓,85423200234, Dynamic random access memory integrated circuits (DRAM),386891313.96
2013,突尼西亞,85423200234, Dynamic random access memory integrated circuits (DRAM),4571558.4799999995
2013,美國,85423200234, Dynamic random access memory integrated circuits (DRAM),86659556.42999999
2013,英國,85423200234, Dynamic random access memory integrated circuits (DRAM),622755.58
2013,香港,85423200234, Dynamic random access memory integrated circuits (DRAM),2605823680.92
2013,哥斯大黎加,85423200234, Dynamic random access memory integrated circuits (DRAM),41527.880000000005
2013,埃及,85423200234, Dynamic random access memory integrated circuits (DRAM),114363.34
2013,挪威,85423200234, Dynamic random access memory integrated circuits (DRAM),1019.36
2013,泰國,85423200234, Dynamic random access memory integrated circuits (DRAM),30992506.2
2013,烏克蘭,85423200234, Dynamic random access memory integrated circuits (DRAM),61269.03
2013,索馬利亞,85423200234, Dynamic random access memory integrated circuits (DRAM),24889.489999999998
2013,紐西蘭,85423200234, Dynamic random access memory integrated circuits (DRAM),68.02
2013,馬來西亞,85423200234, Dynamic random access memory integrated circuits (DRAM),43627743.6
2013,捷克,85423200234, Dynamic random access memory integrated circuits (DRAM),107282.27
2013,荷蘭,85423200234, Dynamic random access memory integrated circuits (DRAM),4682111.61
2013,斯里蘭卡,85423200234, Dynamic random access memory integrated circuits (DRAM),33.730000000000004
2013,斯洛伐克,85423200234, Dynamic random access memory integrated circuits (DRAM),376583.62
2013,智利,85423200234, Dynamic random access memory integrated circuits (DRAM),91821.38
2013,菲律賓,85423200234, Dynamic random access memory integrated circuits (DRAM),18668601.59
2013,越南,85423200234, Dynamic random access memory integrated circuits (DRAM),13730873.100000001
2013,塞爾維亞,85423200234, Dynamic random access memory integrated circuits (DRAM),2042.1999999999998
2013,奧地利,85423200234, Dynamic random access memory integrated circuits (DRAM),454854.85
2013,愛爾蘭,85423200234, Dynamic random access memory integrated circuits (DRAM),100038.98
2013,新加坡,85423200234, Dynamic random access memory integrated circuits (DRAM),110817334.3
2013,瑞士,85423200234, Dynamic random access memory integrated circuits (DRAM),41281.63
2013,瑞典,85423200234, Dynamic random access memory integrated circuits (DRAM),36223.41
2013,義大利,85423200234, Dynamic random access memory integrated circuits (DRAM),221399.39
2013,葡萄牙,85423200234, Dynamic random access memory integrated circuits (DRAM),952446.31
2013,德國,85423200234, Dynamic random access memory integrated circuits (DRAM),28789089.950000003
2013,摩洛哥,85423200234, Dynamic random access memory integrated circuits (DRAM),17035.02
2013,模里西斯,85423200234, Dynamic random access memory integrated circuits (DRAM),67.68
2013,緬甸,85423200234, Dynamic random access memory integrated circuits (DRAM),25725.75
2013,墨西哥,85423200234, Dynamic random access memory integrated circuits (DRAM),4227733.7
2013,澳大利亞,85423200234, Dynamic random access memory integrated circuits (DRAM),54598.76
2013,澳門,85423200234, Dynamic random access memory integrated circuits (DRAM),25058.789999999997
2013,賴索托,85423200234, Dynamic random access memory integrated circuits (DRAM),336.64
2013,賽普勒斯,85423200234, Dynamic random access memory integrated circuits (DRAM),172.71
2013,羅馬尼亞,85423200234, Dynamic random access memory integrated circuits (DRAM),24578.52
2013,中國大陸,85423200314, Chips of static random access memory integrated circuits (SRAM),894678.93
2013,日本,85423200314, Chips of static random access memory integrated circuits (SRAM),117999.03
2013,印度,85423200314, Chips of static random access memory integrated circuits (SRAM),30628.48
2013,波蘭,85423200314, Chips of static random access memory integrated circuits (SRAM),4490.5
2013,阿拉伯聯合大公國,85423200314, Chips of static random access memory integrated circuits (SRAM),51292.51
2013,南韓,85423200314, Chips of static random access memory integrated circuits (SRAM),658950.02
2013,美國,85423200314, Chips of static random access memory integrated circuits (SRAM),47878.66
2013,香港,85423200314, Chips of static random access memory integrated circuits (SRAM),27307687.08
2013,馬來西亞,85423200314, Chips of static random access memory integrated circuits (SRAM),45000.0
2013,捷克,85423200314, Chips of static random access memory integrated circuits (SRAM),872.48
2013,菲律賓,85423200314, Chips of static random access memory integrated circuits (SRAM),23530.25
2013,愛爾蘭,85423200314, Chips of static random access memory integrated circuits (SRAM),8324.87
2013,新加坡,85423200314, Chips of static random access memory integrated circuits (SRAM),798815.02
2013,義大利,85423200314, Chips of static random access memory integrated circuits (SRAM),4292.42
2013,德國,85423200314, Chips of static random access memory integrated circuits (SRAM),6918.66
2013,中國大陸,85423200323, Wafers of static random access memory integrated circuits (SRAM),135.36
2013,印尼,85423200323, Wafers of static random access memory integrated circuits (SRAM),14688.88
2013,義大利,85423200323, Wafers of static random access memory integrated circuits (SRAM),8635.460000000001
2013,土耳其,85423200332, Static random access memory integrated circuits (SRAM),929780.56
2013,中國大陸,85423200332, Static random access memory integrated circuits (SRAM),20546606.779999997
2013,丹麥,85423200332, Static random access memory integrated circuits (SRAM),4406.990000000001
2013,巴西,85423200332, Static random access memory integrated circuits (SRAM),509749.44
2013,日本,85423200332, Static random access memory integrated circuits (SRAM),7880242.96
2013,比利時,85423200332, Static random access memory integrated circuits (SRAM),15706.15
2013,以色列,85423200332, Static random access memory integrated circuits (SRAM),131383.08000000002
2013,加拿大,85423200332, Static random access memory integrated circuits (SRAM),7238.6900000000005
2013,立陶宛,85423200332, Static random access memory integrated circuits (SRAM),6700.5
2013,匈牙利,85423200332, Static random access memory integrated circuits (SRAM),8871.68
2013,印尼,85423200332, Static random access memory integrated circuits (SRAM),51574.950000000004
2013,印度,85423200332, Static random access memory integrated circuits (SRAM),308610.26
2013,波蘭,85423200332, Static random access memory integrated circuits (SRAM),3209.4
2013,芬蘭,85423200332, Static random access memory integrated circuits (SRAM),918.99
2013,阿拉伯聯合大公國,85423200332, Static random access memory integrated circuits (SRAM),93587.61
2013,阿根廷,85423200332, Static random access memory integrated circuits (SRAM),127603.81
2013,俄羅斯,85423200332, Static random access memory integrated circuits (SRAM),3081580.65
2013,南非,85423200332, Static random access memory integrated circuits (SRAM),139523.11000000002
2013,南韓,85423200332, Static random access memory integrated circuits (SRAM),597071.63
2013,突尼西亞,85423200332, Static random access memory integrated circuits (SRAM),120603.06
2013,美國,85423200332, Static random access memory integrated circuits (SRAM),24818025.5
2013,英國,85423200332, Static random access memory integrated circuits (SRAM),964046.89
2013,香港,85423200332, Static random access memory integrated circuits (SRAM),45589443.83
2013,泰國,85423200332, Static random access memory integrated circuits (SRAM),346801.06
2013,烏克蘭,85423200332, Static random access memory integrated circuits (SRAM),50048.630000000005
2013,馬來西亞,85423200332, Static random access memory integrated circuits (SRAM),12059659.96
2013,馬爾他,85423200332, Static random access memory integrated circuits (SRAM),19362.41
2013,捷克,85423200332, Static random access memory integrated circuits (SRAM),33.56
2013,荷蘭,85423200332, Static random access memory integrated circuits (SRAM),2254421.58
2013,斯里蘭卡,85423200332, Static random access memory integrated circuits (SRAM),13713.45
2013,智利,85423200332, Static random access memory integrated circuits (SRAM),267.55
2013,菲律賓,85423200332, Static random access memory integrated circuits (SRAM),10532021.03
2013,越南,85423200332, Static random access memory integrated circuits (SRAM),442.17
2013,奧地利,85423200332, Static random access memory integrated circuits (SRAM),141669.43
2013,新加坡,85423200332, Static random access memory integrated circuits (SRAM),11687042.46
2013,瑞士,85423200332, Static random access memory integrated circuits (SRAM),132964.69999999998
2013,瑞典,85423200332, Static random access memory integrated circuits (SRAM),18728.3
2013,義大利,85423200332, Static random access memory integrated circuits (SRAM),254461.16
2013,德國,85423200332, Static random access memory integrated circuits (SRAM),15665915.370000001
2013,墨西哥,85423200332, Static random access memory integrated circuits (SRAM),2398880.16
2013,澳大利亞,85423200332, Static random access memory integrated circuits (SRAM),859.77
2013,薩摩亞,85423200332, Static random access memory integrated circuits (SRAM),374.14
2013,羅馬尼亞,85423200332, Static random access memory integrated circuits (SRAM),88856.21
2013,土耳其,85423300000, Amplifiers,17344.2
2013,中國大陸,85423300000, Amplifiers,17559240.82
2013,巴西,85423300000, Amplifiers,10705.79
2013,巴林,85423300000, Amplifiers,3570.21
2013,巴基斯坦,85423300000, Amplifiers,1802.72
2013,日本,85423300000, Amplifiers,1191390.13
2013,比利時,85423300000, Amplifiers,10960.1
2013,以色列,85423300000, Amplifiers,66200.37999999999
2013,加拿大,85423300000, Amplifiers,16358.68
2013,尼加拉瓜,85423300000, Amplifiers,201.4
2013,尼泊爾,85423300000, Amplifiers,12682.76
2013,印尼,85423300000, Amplifiers,6460.950000000001
2013,印度,85423300000, Amplifiers,3856.06
2013,西班牙,85423300000, Amplifiers,202.49
2013,委內瑞拉,85423300000, Amplifiers,167.67000000000002
2013,帛琉,85423300000, Amplifiers,134.27
2013,波蘭,85423300000, Amplifiers,510.54999999999995
2013,阿拉伯聯合大公國,85423300000, Amplifiers,2968.96
2013,阿根廷,85423300000, Amplifiers,6515.04
2013,阿爾及利亞,85423300000, Amplifiers,67.13
2013,南非,85423300000, Amplifiers,338.4
2013,南韓,85423300000, Amplifiers,111246.08
2013,突尼西亞,85423300000, Amplifiers,1360.5400000000002
2013,美國,85423300000, Amplifiers,1039320.2900000002
2013,英國,85423300000, Amplifiers,11828.099999999999
2013,香港,85423300000, Amplifiers,6159432.109999999
2013,埃及,85423300000, Amplifiers,1046.23
2013,泰國,85423300000, Amplifiers,72029.0
2013,烏克蘭,85423300000, Amplifiers,3310.82
2013,紐喀里多尼亞,85423300000, Amplifiers,33.84
2013,馬來西亞,85423300000, Amplifiers,259728.77999999997
2013,荷蘭,85423300000, Amplifiers,1207.3
2013,斯里蘭卡,85423300000, Amplifiers,505.3299999999999
2013,智利,85423300000, Amplifiers,2948.41
2013,菲律賓,85423300000, Amplifiers,49998.07
2013,越南,85423300000, Amplifiers,7817.03
2013,新加坡,85423300000, Amplifiers,228027.02
2013,瑞典,85423300000, Amplifiers,56379.01
2013,義大利,85423300000, Amplifiers,4658.2699999999995
2013,德國,85423300000, Amplifiers,387203.89999999997
2013,黎巴嫩,85423300000, Amplifiers,1901.8999999999999
2013,澳大利亞,85423300000, Amplifiers,9771.26
2013,澳門,85423300000, Amplifiers,10784.06
2013,賴索托,85423300000, Amplifiers,1813.58
2013,薩爾瓦多,85423300000, Amplifiers,33.56
2013,羅馬尼亞,85423300000, Amplifiers,334.44
